      Date  Year  DayIndex MISO1 MISO2 Amplitude  Phase
2000-09-27  2000       150  2.36 -1.36      2.72      1
2000-09-28  2000       151  2.20 -1.67      2.76      1
2000-09-29  2000       152  1.88 -1.86      2.64      1
2000-09-30  2000       153  1.54 -1.93      2.47      2
2000-10-01  2000       154  1.21 -1.97      2.31      2
2000-10-02  2000       155  0.88 -1.97      2.16      2
2000-10-03  2000       156  0.53 -1.92      1.99      2
2000-10-04  2000       157  0.24 -1.77      1.79      2
2000-10-05  2000       158  0.06 -1.60      1.60      2
2000-10-06  2000       159 -0.08 -1.44      1.44      3
2000-10-07  2000       160 -0.24 -1.29      1.31      3
2000-10-08  2000       161 -0.33 -1.10      1.15      3
2000-10-09  2000       162 -0.41 -0.91      1.00      3
2000-10-10  2000       163 -0.42 -0.70      0.82      3
2000-10-11  2000       164 -0.39 -0.47      0.61      3
2000-10-12  2000       165 -0.30 -0.36      0.47      3
2000-10-13  2000       166 -0.18 -0.32      0.37      3
2000-10-14  2000       167 -0.09 -0.33      0.34      3
2000-10-15  2000       168 -0.02 -0.38      0.38      3
2000-10-16  2000       169  0.04 -0.51      0.51      2
2000-10-17  2000       170 -0.03 -0.58      0.58      3
2000-10-18  2000       171 -0.17 -0.47      0.50      3
2000-10-19  2000       172 -0.23 -0.33      0.40      3
2000-10-20  2000       173 -0.27 -0.24      0.36      4
2000-10-21  2000       174 -0.25 -0.14      0.29      4
2000-10-22  2000       175 -0.24 -0.06      0.25      4
2000-10-23  2000       176 -0.20 -0.01      0.20      4
2000-10-24  2000       177 -0.17 -0.06      0.18      4
2000-10-25  2000       178 -0.17 -0.14      0.22      4
2000-10-26  2000       179 -0.22 -0.25      0.33      3
2000-10-27  2000       180 -0.37 -0.38      0.53      3
2000-10-28  2000       181 -0.54 -0.37      0.65      4
2000-10-29  2000       182 -0.69 -0.28      0.74      4
2000-10-30  2000       183 -0.81 -0.19      0.83      4
2000-10-31  2000       184 -0.91  0.02      0.91      5
2001-05-01  2001         1  1.25  0.43      1.32      8
2001-05-02  2001         2  1.35  0.22      1.37      8
2001-05-03  2001         3  1.41 -0.01      1.41      1
2001-05-04  2001         4  1.35 -0.28      1.38      1
2001-05-05  2001         5  1.22 -0.54      1.33      1
2001-05-06  2001         6  1.10 -0.79      1.35      1
2001-05-07  2001         7  0.89 -0.91      1.27      2
2001-05-08  2001         8  0.65 -1.07      1.25      2
2001-05-09  2001         9  0.35 -1.11      1.16      2
2001-05-10  2001        10 -0.01 -1.18      1.18      3
2001-05-11  2001        11 -0.30 -1.13      1.17      3
2001-05-12  2001        12 -0.51 -1.06      1.18      3
2001-05-13  2001        13 -0.69 -0.94      1.17      3
2001-05-14  2001        14 -0.84 -0.67      1.07      4
2001-05-15  2001        15 -0.94 -0.47      1.05      4
2001-05-16  2001        16 -0.96 -0.13      0.97      4
2001-05-17  2001        17 -0.95  0.14      0.96      5
2001-05-18  2001        18 -0.90  0.45      1.01      5
2001-05-19  2001        19 -0.72  0.69      1.00      5
2001-05-20  2001        20 -0.55  0.83      1.00      6
2001-05-21  2001        21 -0.30  0.86      0.91      6
2001-05-22  2001        22 -0.04  0.76      0.76      6
2001-05-23  2001        23  0.18  0.53      0.56      7
2001-05-24  2001        24  0.31  0.21      0.37      8
2001-05-25  2001        25  0.33 -0.02      0.33      1
2001-05-26  2001        26  0.38 -0.32      0.50      1
2001-05-27  2001        27  0.36 -0.61      0.71      2
2001-05-28  2001        28  0.34 -0.82      0.89      2
2001-05-29  2001        29  0.23 -0.91      0.94      2
2001-05-30  2001        30  0.11 -0.99      1.00      2
2001-05-31  2001        31 -0.11 -0.84      0.85      3
2001-06-01  2001        32 -0.30 -0.67      0.73      3
2001-06-02  2001        33 -0.39 -0.37      0.54      4
2001-06-03  2001        34 -0.43 -0.13      0.45      4
2001-06-04  2001        35 -0.44 -0.01      0.44      4
2001-06-05  2001        36 -0.37  0.09      0.38      5
2001-06-06  2001        37 -0.23  0.17      0.29      5
2001-06-07  2001        38 -0.10  0.05      0.11      5
2001-06-08  2001        39 -0.02 -0.18      0.18      3
2001-06-09  2001        40 -0.04 -0.28      0.28      3
2001-06-10  2001        41  0.02 -0.48      0.48      2
2001-06-11  2001        42  0.05 -0.73      0.73      2
2001-06-12  2001        43  0.07 -0.94      0.94      2
2001-06-13  2001        44 -0.08 -1.13      1.13      3
2001-06-14  2001        45 -0.34 -1.31      1.35      3
2001-06-15  2001        46 -0.73 -1.29      1.48      3
2001-06-16  2001        47 -1.13 -1.14      1.61      3
2001-06-17  2001        48 -1.43 -0.85      1.66      4
2001-06-18  2001        49 -1.68 -0.58      1.78      4
2001-06-19  2001        50 -1.84 -0.26      1.86      4
2001-06-20  2001        51 -1.93  0.15      1.94      5
2001-06-21  2001        52 -1.89  0.66      2.00      5
2001-06-22  2001        53 -1.72  0.93      1.96      5
2001-06-23  2001        54 -1.53  1.15      1.91      5
2001-06-24  2001        55 -1.33  1.31      1.87      5
2001-06-25  2001        56 -1.05  1.44      1.78      6
2001-06-26  2001        57 -0.72  1.52      1.68      6
2001-06-27  2001        58 -0.40  1.52      1.57      6
2001-06-28  2001        59 -0.16  1.39      1.40      6
2001-06-29  2001        60  0.02  1.16      1.16      7
2001-06-30  2001        61  0.11  0.94      0.95      7
2001-07-01  2001        62  0.11  0.74      0.75      7
2001-07-02  2001        63  0.12  0.59      0.60      7
2001-07-03  2001        64  0.16  0.45      0.48      7
2001-07-04  2001        65  0.15  0.31      0.34      7
2001-07-05  2001        66  0.07  0.21      0.22      7
2001-07-06  2001        67  0.01  0.20      0.20      7
2001-07-07  2001        68 -0.01  0.14      0.14      6
2001-07-08  2001        69 -0.05  0.05      0.07      6
2001-07-09  2001        70 -0.07 -0.04      0.08      4
2001-07-10  2001        71 -0.14 -0.16      0.21      3
2001-07-11  2001        72 -0.23 -0.26      0.35      3
2001-07-12  2001        73 -0.35 -0.23      0.42      4
2001-07-13  2001        74 -0.43 -0.20      0.47      4
2001-07-14  2001        75 -0.46 -0.21      0.51      4
2001-07-15  2001        76 -0.53 -0.23      0.58      4
2001-07-16  2001        77 -0.64 -0.27      0.69      4
2001-07-17  2001        78 -0.77 -0.25      0.81      4
2001-07-18  2001        79 -0.80 -0.12      0.81      4
2001-07-19  2001        80 -0.85  0.03      0.85      5
2001-07-20  2001        81 -0.92  0.26      0.96      5
2001-07-21  2001        82 -1.00  0.60      1.17      5
2001-07-22  2001        83 -0.96  0.97      1.36      6
2001-07-23  2001        84 -0.79  1.31      1.53      6
2001-07-24  2001        85 -0.50  1.54      1.62      6
2001-07-25  2001        86 -0.14  1.72      1.73      6
2001-07-26  2001        87  0.25  1.74      1.76      7
2001-07-27  2001        88  0.61  1.79      1.89      7
2001-07-28  2001        89  1.01  1.73      2.00      7
2001-07-29  2001        90  1.38  1.59      2.11      7
2001-07-30  2001        91  1.75  1.39      2.23      8
2001-07-31  2001        92  2.01  1.02      2.25      8
2001-08-01  2001        93  2.17  0.53      2.23      8
2001-08-02  2001        94  2.20 -0.01      2.20      1
2001-08-03  2001        95  2.14 -0.46      2.19      1
2001-08-04  2001        96  1.99 -0.80      2.14      1
2001-08-05  2001        97  1.75 -1.04      2.04      1
2001-08-06  2001        98  1.53 -1.16      1.92      1
2001-08-07  2001        99  1.28 -1.20      1.75      1
2001-08-08  2001       100  1.06 -1.32      1.69      2
2001-08-09  2001       101  0.80 -1.26      1.49      2
2001-08-10  2001       102  0.61 -1.20      1.35      2
2001-08-11  2001       103  0.41 -1.10      1.17      2
2001-08-12  2001       104  0.22 -1.06      1.08      2
2001-08-13  2001       105 -0.01 -1.01      1.01      3
2001-08-14  2001       106 -0.19 -0.91      0.93      3
2001-08-15  2001       107 -0.39 -0.86      0.94      3
2001-08-16  2001       108 -0.59 -0.83      1.02      3
2001-08-17  2001       109 -0.70 -0.89      1.13      3
2001-08-18  2001       110 -0.85 -0.82      1.18      4
2001-08-19  2001       111 -0.96 -0.71      1.19      4
2001-08-20  2001       112 -1.13 -0.49      1.23      4
2001-08-21  2001       113 -1.23 -0.21      1.25      4
2001-08-22  2001       114 -1.29  0.14      1.30      5
2001-08-23  2001       115 -1.31  0.39      1.37      5
2001-08-24  2001       116 -1.32  0.71      1.50      5
2001-08-25  2001       117 -1.21  1.03      1.59      5
2001-08-26  2001       118 -1.04  1.21      1.60      6
2001-08-27  2001       119 -0.78  1.28      1.50      6
2001-08-28  2001       120 -0.55  1.25      1.37      6
2001-08-29  2001       121 -0.34  1.24      1.29      6
2001-08-30  2001       122 -0.19  1.23      1.24      6
2001-08-31  2001       123 -0.07  1.25      1.25      6
2001-09-01  2001       124  0.11  1.26      1.26      7
2001-09-02  2001       125  0.27  1.27      1.30      7
2001-09-03  2001       126  0.42  1.20      1.27      7
2001-09-04  2001       127  0.51  1.08      1.19      7
2001-09-05  2001       128  0.56  0.95      1.10      7
2001-09-06  2001       129  0.59  0.93      1.10      7
2001-09-07  2001       130  0.63  0.84      1.05      7
2001-09-08  2001       131  0.63  0.93      1.12      7
2001-09-09  2001       132  0.72  0.87      1.13      7
2001-09-10  2001       133  0.80  0.77      1.11      8
2001-09-11  2001       134  0.87  0.66      1.09      8
2001-09-12  2001       135  0.93  0.69      1.16      8
2001-09-13  2001       136  0.98  0.74      1.23      8
2001-09-14  2001       137  1.04  0.84      1.34      8
2001-09-15  2001       138  1.12  0.90      1.44      8
2001-09-16  2001       139  1.16  0.90      1.47      8
2001-09-17  2001       140  1.15  0.85      1.43      8
2001-09-18  2001       141  1.17  0.78      1.41      8
2001-09-19  2001       142  1.22  0.64      1.38      8
2001-09-20  2001       143  1.31  0.40      1.37      8
2001-09-21  2001       144  1.35  0.19      1.36      8
2001-09-22  2001       145  1.40 -0.09      1.40      1
2001-09-23  2001       146  1.37 -0.30      1.40      1
2001-09-24  2001       147  1.34 -0.60      1.47      1
2001-09-25  2001       148  1.22 -0.95      1.55      1
2001-09-26  2001       149  1.03 -1.29      1.65      2
2001-09-27  2001       150  0.79 -1.39      1.60      2
2001-09-28  2001       151  0.56 -1.47      1.57      2
2001-09-29  2001       152  0.34 -1.43      1.47      2
2001-09-30  2001       153  0.13 -1.41      1.42      2
2001-10-01  2001       154 -0.15 -1.36      1.37      3
2001-10-02  2001       155 -0.47 -1.21      1.30      3
2001-10-03  2001       156 -0.67 -0.95      1.16      3
2001-10-04  2001       157 -0.75 -0.63      0.98      4
2001-10-05  2001       158 -0.69 -0.39      0.79      4
2001-10-06  2001       159 -0.68 -0.17      0.70      4
2001-10-07  2001       160 -0.59 -0.10      0.60      4
2001-10-08  2001       161 -0.51 -0.13      0.53      4
2001-10-09  2001       162 -0.51 -0.17      0.54      4
2001-10-10  2001       163 -0.54 -0.25      0.60      4
2001-10-11  2001       164 -0.60 -0.41      0.73      4
2001-10-12  2001       165 -0.57 -0.40      0.70      4
2001-10-13  2001       166 -0.55 -0.40      0.68      4
2001-10-14  2001       167 -0.48 -0.39      0.62      4
2001-10-15  2001       168 -0.49 -0.37      0.61      4
2001-10-16  2001       169 -0.62 -0.23      0.66      4
2001-10-17  2001       170 -0.73 -0.11      0.74      4
2001-10-18  2001       171 -0.74  0.08      0.74      5
2001-10-19  2001       172 -0.71  0.36      0.80      5
2001-10-20  2001       173 -0.60  0.53      0.80      5
2001-10-21  2001       174 -0.55  0.74      0.92      6
2001-10-22  2001       175 -0.43  0.78      0.89      6
2001-10-23  2001       176 -0.33  0.81      0.87      6
2001-10-24  2001       177 -0.23  0.77      0.80      6
2001-10-25  2001       178 -0.14  0.78      0.79      6
2001-10-26  2001       179 -0.00  0.75      0.75      6
2001-10-27  2001       180  0.15  0.69      0.71      7
2001-10-28  2001       181  0.29  0.60      0.67      7
2001-10-29  2001       182  0.40  0.42      0.58      7
2001-10-30  2001       183  0.42  0.20      0.47      8
2001-10-31  2001       184  0.26 -0.01      0.26      1
2002-05-01  2002         1  1.02  0.57      1.17      8
2002-05-02  2002         2  1.14  0.59      1.28      8
2002-05-03  2002         3  1.32  0.60      1.45      8
2002-05-04  2002         4  1.55  0.63      1.67      8
2002-05-05  2002         5  1.72  0.59      1.82      8
2002-05-06  2002         6  1.94  0.53      2.01      8
2002-05-07  2002         7  2.07  0.31      2.09      8
2002-05-08  2002         8  2.11  0.00      2.11      8
2002-05-09  2002         9  2.11 -0.46      2.16      1
2002-05-10  2002        10  2.03 -0.92      2.23      1
2002-05-11  2002        11  1.84 -1.38      2.30      1
2002-05-12  2002        12  1.61 -1.73      2.36      2
2002-05-13  2002        13  1.33 -2.06      2.45      2
2002-05-14  2002        14  0.91 -2.28      2.45      2
2002-05-15  2002        15  0.49 -2.38      2.43      2
2002-05-16  2002        16  0.02 -2.29      2.29      2
2002-05-17  2002        17 -0.34 -2.15      2.18      3
2002-05-18  2002        18 -0.63 -1.92      2.02      3
2002-05-19  2002        19 -0.89 -1.54      1.78      3
2002-05-20  2002        20 -1.11 -1.07      1.54      4
2002-05-21  2002        21 -1.25 -0.66      1.41      4
2002-05-22  2002        22 -1.35 -0.29      1.38      4
2002-05-23  2002        23 -1.38 -0.04      1.38      4
2002-05-24  2002        24 -1.31  0.17      1.32      5
2002-05-25  2002        25 -1.20  0.35      1.25      5
2002-05-26  2002        26 -1.14  0.42      1.21      5
2002-05-27  2002        27 -1.09  0.51      1.20      5
2002-05-28  2002        28 -0.96  0.54      1.10      5
2002-05-29  2002        29 -0.85  0.52      1.00      5
2002-05-30  2002        30 -0.73  0.51      0.89      5
2002-05-31  2002        31 -0.67  0.48      0.82      5
2002-06-01  2002        32 -0.58  0.51      0.77      5
2002-06-02  2002        33 -0.48  0.50      0.69      6
2002-06-03  2002        34 -0.46  0.65      0.80      6
2002-06-04  2002        35 -0.42  0.83      0.93      6
2002-06-05  2002        36 -0.32  0.97      1.02      6
2002-06-06  2002        37 -0.13  1.16      1.17      6
2002-06-07  2002        38  0.04  1.35      1.35      7
2002-06-08  2002        39  0.29  1.51      1.54      7
2002-06-09  2002        40  0.59  1.65      1.75      7
2002-06-10  2002        41  0.85  1.57      1.79      7
2002-06-11  2002        42  1.14  1.41      1.81      7
2002-06-12  2002        43  1.41  1.10      1.79      8
2002-06-13  2002        44  1.63  0.69      1.77      8
2002-06-14  2002        45  1.79  0.18      1.80      8
2002-06-15  2002        46  1.85 -0.37      1.89      1
2002-06-16  2002        47  1.77 -0.85      1.96      1
2002-06-17  2002        48  1.58 -1.35      2.08      1
2002-06-18  2002        49  1.38 -1.62      2.13      2
2002-06-19  2002        50  1.13 -1.80      2.13      2
2002-06-20  2002        51  0.79 -1.95      2.10      2
2002-06-21  2002        52  0.40 -1.95      1.99      2
2002-06-22  2002        53 -0.01 -1.82      1.82      3
2002-06-23  2002        54 -0.36 -1.56      1.60      3
2002-06-24  2002        55 -0.72 -1.24      1.43      3
2002-06-25  2002        56 -1.00 -0.95      1.38      4
2002-06-26  2002        57 -1.17 -0.57      1.30      4
2002-06-27  2002        58 -1.26 -0.26      1.29      4
2002-06-28  2002        59 -1.25  0.03      1.25      5
2002-06-29  2002        60 -1.15  0.33      1.20      5
2002-06-30  2002        61 -1.04  0.69      1.25      5
2002-07-01  2002        62 -0.93  0.88      1.28      5
2002-07-02  2002        63 -0.83  1.05      1.34      6
2002-07-03  2002        64 -0.67  1.30      1.46      6
2002-07-04  2002        65 -0.49  1.50      1.58      6
2002-07-05  2002        66 -0.27  1.61      1.63      6
2002-07-06  2002        67 -0.04  1.59      1.59      6
